2.827754210105964394e-01;3.503344056941540274e-01;8.721052334262794359e-01;2.080818440284576964e-01;7.750074746656914204e-01
6.835405618908443337e-01;5.883055133591537089e-01;1.299199702547530810e+00;4.403911823306788653e-01;1.916242199464480933e+00
1.016399819942792826e+00;9.505496546704227390e-01;2.424489024003251281e+00;6.696364932469744957e-01;2.353807114188748884e+00
2.055325320637066966e-01;2.683250712786100500e-01;6.675510226109206968e-01;1.415316785060382887e-01;5.714513221029379197e-01
8.268709881351712365e-01;1.007590580774806677e+00;1.768980682331991350e+00;4.563621095270420924e-01;1.098739720655030450e+00
